Time,Va_B5,Vb_B5,Vc_B5,Ia_B5,Ib_B5,Ic_B5
1.745,0.965597065954795,-0.577408404535132,-0.388188661352107,0.539358299328605,-0.365488378961381,-0.173869920182165
1.7455,0.970800982536662,-0.448017449377431,-0.522783533099577,0.550128383245225,-0.296669223691694,-0.253459159357099
1.746,0.952100558348331,-0.307594816953085,-0.644505741344964,0.54735248126768,-0.220545088133168,-0.326807392931544
1.7465,0.909956256372404,-0.159598178889555,-0.750358077443178,0.531098944381961,-0.138990399924427,-0.392108544253027
1.747,0.845405813575081,-0.00767170538821938,-0.837734108158777,0.501767988616027,-0.0540133072102332,-0.447754681204785
1.7475,0.760038672622898,0.144443672794174,-0.904482345401265,0.460081840358415,0.0322937724318787,-0.492375612597731
1.748,0.655956857001733,0.293002366850168,-0.948959223848762,0.407066949469149,0.117805672568953,-0.524872621858728
1.7485,0.535723208036932,0.434346370812933,-0.970069578859471,0.344028719918469,0.200416805474182,-0.544445525230882
1.749,0.402298273513772,0.564995326172395,-0.967293599708281,0.272519361336405,0.278093012087841,-0.550612373284065
1.7495,0.258967422400602,0.681732220008941,-0.940699642443622,0.194299671318877,0.348921645439713,-0.543221316643449
1.75,0.109259932814689,0.78168260584631,-0.890942538706202,0.11129567923678,0.411158669858825,-0.52245434900834
1.7505,-0.0431378992693453,0.86238537028621,-0.81924747107208,0.0255512173885096,0.463271603659695,-0.488822820990964
1.751,-0.194473531507408,0.921853345235537,-0.727379813791995,-0.0608223996831557,0.503977252464423,-0.44315485275546
1.7515,-0.341020582182846,0.958622232078202,-0.617601649966303,-0.145698367519817,0.532273309279899,-0.386574941766343
1.752,-0.479170572428727,0.971786656541219,-0.49261608418877,-0.226986758382862,0.547463030398859,-0.320476272054173
1.7525,-0.605521793759614,0.961022470089724,-0.355500676409843,-0.302685981223064,0.549172394707024,-0.246486413553111
1.753,-0.716963059457693,0.926594719731479,-0.20963166035501,-0.370932071392268,0.537359312486315,-0.16642724119247
1.7535,-0.810750313461536,0.869351132425146,-0.0586008190443247,-0.430044582429092,0.512314659996063,-0.0822700776922427
1.754,-0.884574206195314,0.790701235873137,0.0938729702439594,-0.478567968637798,0.474655120835285,0.00391284765347758
1.7545,-0.936616944479531,0.692581649122805,0.24403529528293,-0.515307423616734,0.425307997060065,0.08999942638754
1.755,-0.965597065776545,0.577408405301721,0.388188660407268,-0.539358298902302,0.3654883787481,0.173869919969143
1.7555,-0.970800983410653,0.448017449140455,0.522783534210545,-0.550128383548969,0.296669224023236,0.253459159329301
1.756,-0.952100557137072,0.307594816569298,0.644505740517493,-0.547352481208011,0.220545087818123,0.326807393186919
1.7565,-0.909956257429399,0.159598179734038,0.750358077655691,-0.531098944175535,0.138990400096006,0.392108543875023
1.757,-0.845405813097502,0.00767170442763154,0.837734108641786,-0.501767989003022,0.0540133072501368,0.447754681551876
1.7575,-0.760038672333256,-0.144443672106014,0.904482344423463,-0.460081839948505,-0.0322937726653855,0.492375612421327
1.758,-0.655956857935279,-0.293002366990551,0.948959224922691,-0.407066949736399,-0.117805672237683,0.524872621794708
1.7585,-0.535723206841548,-0.434346371272354,0.970069578123508,-0.344028719900501,-0.200416805768739,0.54444552550747
1.759,-0.402298274486504,-0.564995325303576,0.967293599812194,-0.27251936109994,-0.278093011948529,0.550612372908287
1.7595,-0.258967422041102,-0.681732220933182,0.940699643008362,-0.19429967171223,-0.348921645368881,0.54322131696597
1.76,-0.109259932421076,-0.781682605240006,0.890942537706285,-0.111295678846561,-0.411158670109455,0.52245434886875
1.7605,0.0431378982877649,-0.862385370332637,0.819247472100086,-0.0255512176181847,-0.4632716033319,0.488822820892843
1.761,0.194473532675981,-0.921853345763005,0.727379813150891,0.0608223996609747,-0.503977252736484,0.4431548530497
